Periodo;Partner;Pais;Usuarios_Nuevos;Primera_Recarga;Usuarios_que_Depositaron;Activos_Deportivas;Activos_Casino;Primer_Deposito_Por_Pasarela
10/05/2023;Gangabet;México;11;5;42;63;17;
10/05/2023;Doradobet;Costa Rica;81;16;234;503;173;
10/05/2023;Eltribet;México;18;4;9;26;9;
10/05/2023;Lotosports;Brasil;84;60;510;470;250;
10/05/2023;Justbetja;Jamaica;22;6;354;1606;32;
10/05/2023;Hondubet;Honduras;27;17;317;602;44;
10/05/2023;Milbets;Brasil;53;30;85;66;63;
10/05/2023;iBetSupreme;Guyana;8;4;30;38;22;
10/05/2023;Doradobet;Ecuador;38;14;80;191;90;
10/05/2023;Gangabet;Venezuela;24;9;62;102;15;
10/05/2023;Netabet;México;6;3;181;0;0;
10/05/2023;Gangabet;Chile;7;2;10;15;4;
10/05/2023;Casino Astoria;México;1;0;1;0;0;
10/05/2023;Casino Miravalle Palace;México;0;0;2;0;0;
10/05/2023;Winbet;Venezuela;0;0;0;1;0;
11/05/2023;Doradobet;Chile;15;1;35;47;33;
11/05/2023;Hondubet;Honduras;28;8;261;522;39;
11/05/2023;Doradobet;Ecuador;45;9;75;167;82;
11/05/2023;Ecuabet;Ecuador;1220;509;24039;47906;9832;
11/05/2023;Doradobet;Perú;543;206;7778;20261;7197;
11/05/2023;Doradobet;Nicaragua;53;9;572;1092;309;
11/05/2023;Eltribet;México;10;1;4;25;6;
11/05/2023;Doradobet;Guatemala;38;4;13;48;16;
11/05/2023;Doradobet;Costa Rica;78;15;238;488;246;
11/05/2023;Milbets;Brasil;50;25;77;51;60;
11/05/2023;Gangabet;Perú;60;17;587;939;86;
11/05/2023;Latinbet;Panamá;16;17;257;355;5;
11/05/2023;Lotosports;Brasil;71;38;460;418;270;
11/05/2023;iBetSupreme;Guyana;9;12;28;34;20;
11/05/2023;Gangabet;México;5;3;36;59;22;
11/05/2023;Casino Intercontinental;México;1;0;0;0;0;
11/05/2023;Justbetja;Jamaica;9;2;413;1780;29;
11/05/2023;Gangabet;Venezuela;29;7;62;100;11;
11/05/2023;Netabet;México;10;2;176;293;27;
11/05/2023;Gangabet;Chile;3;0;10;14;5;
11/05/2023;Gangabet;Brasil;3;2;3;2;1;
11/05/2023;Casino Miravalle Palace;México;0;0;2;1;1;
11/05/2023;Winbet;Venezuela;0;0;0;1;0;
11/05/2023;Casino Astoria;México;0;0;0;0;1;
11/05/2023;Virtualsoft;Perú;0;0;0;0;2;
12/05/2023;Ecuabet;Ecuador;1039;462;24677;43911;8363;
12/05/2023;Milbets;Brasil;35;24;68;46;58;
12/05/2023;Doradobet;Ecuador;34;9;53;146;50;
12/05/2023;Doradobet;Perú;444;208;6343;18258;9512;
12/05/2023;Lotosports;Brasil;68;44;408;356;250;
12/05/2023;Doradobet;Costa Rica;82;14;201;382;156;
12/05/2023;Gangabet;México;8;1;29;42;14;
12/05/2023;Gangabet;Perú;20;13;506;807;86;
12/05/2023;Doradobet;Guatemala;38;2;17;44;14;
12/05/2023;Doradobet;Nicaragua;53;14;670;1071;218;
12/05/2023;Gangabet;Venezuela;35;8;92;196;23;
12/05/2023;Eltribet;México;8;1;5;21;4;
12/05/2023;Gangabet;Brasil;2;0;2;1;1;
12/05/2023;Justbetja;Jamaica;7;18;691;2155;33;
12/05/2023;Latinbet;Panamá;12;5;252;319;8;
12/05/2023;Hondubet;Honduras;25;14;280;503;56;
12/05/2023;Gangabet;Chile;4;0;12;23;3;
12/05/2023;iBetSupreme;Guyana;22;21;61;30;29;
12/05/2023;Doradobet;Chile;9;3;21;29;25;
12/05/2023;Netabet;México;5;4;175;0;0;
12/05/2023;Casino Miravalle Palace;México;1;0;1;0;0;
12/05/2023;Casino Astoria;México;0;0;1;0;0;
12/05/2023;Winbet;Venezuela;0;0;0;1;0;
12/05/2023;Virtualsoft;Perú;0;0;0;0;1;
13/05/2023;Doradobet;Perú;454;247;8486;21490;9431;
13/05/2023;Ecuabet;Ecuador;1267;581;28040;53840;8531;
13/05/2023;Doradobet;Costa Rica;71;18;247;507;122;
13/05/2023;Doradobet;Guatemala;45;1;19;63;15;
13/05/2023;Gangabet;Venezuela;14;6;72;109;23;
13/05/2023;Hondubet;Honduras;22;21;340;608;50;
13/05/2023;Doradobet;Ecuador;29;9;67;197;58;
13/05/2023;Netabet;México;13;3;197;0;0;
13/05/2023;Gangabet;México;5;1;39;65;13;
13/05/2023;iBetSupreme;Guyana;13;15;32;37;27;
13/05/2023;Doradobet;Nicaragua;81;9;683;1193;299;
13/05/2023;Doradobet;Chile;17;3;33;60;67;
13/05/2023;Lotosports;Brasil;35;16;442;416;266;
13/05/2023;Justbetja;Jamaica;23;9;650;2845;30;
13/05/2023;Gangabet;Chile;8;0;10;20;3;
13/05/2023;Eltribet;México;19;3;7;25;6;
13/05/2023;Milbets;Brasil;27;12;62;56;43;
13/05/2023;Gangabet;Perú;35;20;660;1011;82;
13/05/2023;Latinbet;Panamá;9;6;274;387;4;
13/05/2023;Gangabet;Brasil;1;0;0;2;0;
13/05/2023;Casino Miravalle Palace;México;0;0;2;0;0;
13/05/2023;Casino Intercontinental;México;0;0;1;0;0;
13/05/2023;Winbet;Venezuela;0;0;0;1;0;
14/05/2023;Doradobet;Perú;458;244;7404;20971;8992;
14/05/2023;Doradobet;Costa Rica;33;8;200;489;130;
14/05/2023;Doradobet;Nicaragua;71;8;484;1128;246;
14/05/2023;Ecuabet;Ecuador;1364;397;20667;48239;8617;
14/05/2023;Eltribet;México;45;1;4;22;6;
14/05/2023;Doradobet;Chile;4;1;30;53;51;
14/05/2023;Doradobet;Guatemala;39;3;19;61;14;
14/05/2023;Netabet;México;18;2;159;0;0;
14/05/2023;Milbets;Brasil;26;17;64;62;45;
14/05/2023;Gangabet;México;14;1;36;54;10;
14/05/2023;Latinbet;Panamá;8;1;239;364;4;
14/05/2023;Lotosports;Brasil;23;15;417;419;253;
14/05/2023;Doradobet;Ecuador;31;2;47;167;38;
14/05/2023;Gangabet;Perú;34;11;584;993;85;
14/05/2023;Hondubet;Honduras;15;5;242;530;57;
14/05/2023;Gangabet;Venezuela;7;8;68;100;29;
14/05/2023;Justbetja;Jamaica;11;1;384;2360;26;
14/05/2023;iBetSupreme;Guyana;3;0;6;24;8;
14/05/2023;Gangabet;Chile;5;1;9;19;3;
14/05/2023;Casino Miravalle Palace;México;1;0;2;0;0;
14/05/2023;Casino Intercontinental;México;0;0;1;0;0;
14/05/2023;Gangabet;Brasil;0;0;0;1;0;
15/05/2023;Latinbet;Panamá;20;7;189;274;3;
15/05/2023;Ecuabet;Ecuador;1385;525;19716;40685;13788;
15/05/2023;Doradobet;Perú;666;274;7459;19691;4597;
15/05/2023;Gangabet;Perú;40;19;532;842;77;
15/05/2023;Doradobet;Guatemala;47;1;14;46;16;
15/05/2023;Doradobet;Costa Rica;87;10;213;391;253;
15/05/2023;Eltribet;México;21;3;8;24;5;
15/05/2023;Netabet;México;11;2;132;0;0;
15/05/2023;Doradobet;Ecuador;32;7;62;140;190;
15/05/2023;Doradobet;Nicaragua;60;16;520;933;272;
15/05/2023;Lotosports;Brasil;33;13;322;250;245;
15/05/2023;Milbets;Brasil;43;24;59;35;60;
15/05/2023;Justbetja;Jamaica;10;7;345;1531;38;
15/05/2023;Gangabet;Chile;5;2;9;17;3;
15/05/2023;Gangabet;Venezuela;26;6;65;190;17;
15/05/2023;iBetSupreme;Guyana;12;17;42;33;26;
15/05/2023;Hondubet;Honduras;32;15;220;452;54;
15/05/2023;Gangabet;México;7;1;25;43;12;
15/05/2023;Doradobet;Chile;5;1;26;34;26;
15/05/2023;Casino Miravalle Palace;México;0;0;1;0;0;
15/05/2023;Gangabet;Brasil;0;0;1;1;1;
15/05/2023;Virtualsoft;Perú;0;0;0;0;1;
16/05/2023;Ecuabet;Ecuador;1613;743;27508;49209;9218;
16/05/2023;Doradobet;Perú;787;318;8152;19823;3641;
16/05/2023;Doradobet;Ecuador;28;1;79;171;74;
16/05/2023;Milbets;Brasil;40;24;60;52;52;
16/05/2023;Doradobet;Nicaragua;109;27;795;1319;300;
16/05/2023;Doradobet;Guatemala;63;2;21;61;19;
16/05/2023;Gangabet;México;8;3;37;43;16;
16/05/2023;Gangabet;Perú;44;19;564;908;81;
16/05/2023;Latinbet;Panamá;15;15;289;395;9;
16/05/2023;Doradobet;Chile;16;3;28;49;75;
16/05/2023;Gangabet;Chile;6;0;5;26;5;
16/05/2023;Eltribet;México;19;2;6;25;5;
16/05/2023;Netabet;México;16;5;156;0;0;
16/05/2023;Doradobet;Costa Rica;108;37;247;517;224;
16/05/2023;Lotosports;Brasil;26;14;403;346;238;
16/05/2023;iBetSupreme;Guyana;8;9;45;40;32;
16/05/2023;Gangabet;Venezuela;26;9;76;129;20;
16/05/2023;Hondubet;Honduras;39;24;338;604;67;
16/05/2023;Justbetja;Jamaica;10;9;364;1686;30;
16/05/2023;Gangabet;Brasil;1;0;0;0;0;
16/05/2023;Casino Miravalle Palace;México;0;0;2;0;0;
16/05/2023;Virtualsoft;Perú;0;0;0;0;2;
17/05/2023;Ecuabet;Ecuador;2954;1550;36491;64064;9859;
17/05/2023;Doradobet;Perú;1329;668;13728;27370;3827;
17/05/2023;Milbets;Brasil;38;25;91;69;58;
17/05/2023;Lotosports;Brasil;37;17;467;434;262;
17/05/2023;Justbetja;Jamaica;26;7;433;1849;37;
17/05/2023;Doradobet;Ecuador;38;13;99;228;70;
17/05/2023;Doradobet;Nicaragua;213;72;1073;1684;338;
17/05/2023;Doradobet;Guatemala;85;4;27;69;14;
17/05/2023;Latinbet;Panamá;27;13;368;482;5;
17/05/2023;Doradobet;Costa Rica;181;71;341;678;217;
17/05/2023;Gangabet;Perú;64;29;812;1168;105;
17/05/2023;Netabet;México;29;5;209;0;0;
17/05/2023;Hondubet;Honduras;94;48;419;731;72;
17/05/2023;Eltribet;México;46;4;11;34;8;
17/05/2023;Gangabet;Venezuela;39;7;72;107;19;
17/05/2023;iBetSupreme;Guyana;11;13;53;42;40;
17/05/2023;Gangabet;Chile;8;3;9;22;2;
17/05/2023;Gangabet;México;2;4;45;56;16;
17/05/2023;Doradobet;Chile;18;5;34;55;37;
17/05/2023;Gangabet;Brasil;1;0;0;0;0;
17/05/2023;Casino Miravalle Palace;México;0;1;4;0;0;
17/05/2023;Winbet;Venezuela;0;0;0;1;0;
17/05/2023;Virtualsoft;Perú;0;0;0;0;1;
18/05/2023;Eltribet;México;14;3;5;27;6;
18/05/2023;Ecuabet;Ecuador;1445;599;25269;49343;8568;
18/05/2023;Doradobet;Perú;593;232;7219;17272;3035;
18/05/2023;Netabet;México;9;2;183;296;33;
18/05/2023;Doradobet;Costa Rica;152;21;247;577;160;
18/05/2023;Justbetja;Jamaica;17;5;413;1789;37;
18/05/2023;Doradobet;Nicaragua;83;16;611;1201;334;
18/05/2023;Doradobet;Ecuador;31;6;70;155;64;
18/05/2023;Hondubet;Honduras;56;22;325;600;71;
18/05/2023;Milbets;Brasil;53;36;81;56;65;
18/05/2023;Doradobet;Guatemala;27;4;19;59;17;
18/05/2023;Lotosports;Brasil;18;5;319;262;243;
18/05/2023;Gangabet;México;32;4;38;54;15;
18/05/2023;Gangabet;Perú;46;15;537;873;109;
18/05/2023;Gangabet;Venezuela;15;1;64;95;15;
18/05/2023;Latinbet;Panamá;21;8;271;372;2;
18/05/2023;Doradobet;Chile;16;9;35;41;27;
18/05/2023;Gangabet;Chile;8;0;7;18;3;
18/05/2023;iBetSupreme;Guyana;4;1;32;38;20;
18/05/2023;Gangabet;Panamá;1;0;0;0;0;
18/05/2023;Casino Miravalle Palace;México;0;0;4;1;4;
19/05/2023;Hondubet;Honduras;52;15;286;519;53;
19/05/2023;Doradobet;Perú;599;292;9486;20677;6708;
19/05/2023;Netabet;México;5;1;177;296;33;
19/05/2023;Ecuabet;Ecuador;1368;610;27250;48311;8416;
19/05/2023;Eltribet;México;33;4;11;24;10;
19/05/2023;Doradobet;Nicaragua;52;8;596;1038;263;
19/05/2023;Doradobet;Guatemala;23;2;13;41;12;
19/05/2023;Lotosports;Brasil;13;6;359;281;293;
19/05/2023;Doradobet;Costa Rica;88;7;182;357;149;
19/05/2023;Gangabet;México;31;3;32;52;13;
19/05/2023;Justbetja;Jamaica;18;11;595;1986;37;
19/05/2023;Doradobet;Chile;16;5;29;44;50;
19/05/2023;Milbets;Brasil;21;9;53;55;37;
19/05/2023;Latinbet;Panamá;10;8;239;308;2;
19/05/2023;iBetSupreme;Guyana;12;13;41;38;27;
19/05/2023;Gangabet;Perú;19;14;688;1022;98;
19/05/2023;Gangabet;Venezuela;37;2;79;96;21;
19/05/2023;Doradobet;Ecuador;25;8;69;148;54;
19/05/2023;Gangabet;Panamá;1;0;0;0;0;
19/05/2023;Virtualsoft;Perú;1;1;1;0;2;
19/05/2023;Gangabet;Brasil;2;0;0;0;0;
19/05/2023;Casino Miravalle Palace;México;0;0;3;1;2;
19/05/2023;Gangabet;Chile;0;0;9;16;2;
19/05/2023;Winbet;Venezuela;0;0;0;1;0;
20/05/2023;Doradobet;Perú;388;201;8934;20814;7562;
20/05/2023;Ecuabet;Ecuador;1424;538;28788;54041;8696;
20/05/2023;Hondubet;Honduras;60;24;345;649;61;
20/05/2023;Lotosports;Brasil;20;11;452;398;254;
20/05/2023;Netabet;México;12;2;205;0;0;
20/05/2023;Justbetja;Jamaica;13;7;625;2739;35;
20/05/2023;Doradobet;Costa Rica;86;11;249;519;234;
20/05/2023;Doradobet;Guatemala;11;1;23;58;9;
20/05/2023;Eltribet;México;56;2;8;24;6;
20/05/2023;Latinbet;Panamá;18;10;280;398;1;
20/05/2023;Doradobet;Chile;6;3;33;50;29;
20/05/2023;Gangabet;Perú;29;13;718;1070;98;
20/05/2023;Doradobet;Ecuador;21;9;89;203;59;
20/05/2023;Gangabet;Venezuela;11;10;82;105;22;
20/05/2023;Gangabet;México;19;1;34;62;17;
20/05/2023;Casino Astoria;México;1;0;0;0;0;
20/05/2023;Doradobet;Nicaragua;51;10;645;1218;164;
20/05/2023;Milbets;Brasil;30;16;80;66;50;
20/05/2023;iBetSupreme;Guyana;4;5;28;39;20;
20/05/2023;Gangabet;Chile;3;0;9;11;5;
20/05/2023;Casino Miravalle Palace;México;0;0;2;0;0;
20/05/2023;Gangabet;Brasil;0;0;1;1;0;
20/05/2023;Winbet;Venezuela;0;0;0;1;0;
21/05/2023;Ecuabet;Ecuador;1190;347;20936;42188;7438;
21/05/2023;Doradobet;Costa Rica;108;16;233;552;265;
21/05/2023;Doradobet;Nicaragua;72;8;461;994;223;
21/05/2023;Doradobet;Perú;406;196;7251;18106;7388;
21/05/2023;Eltribet;México;36;3;8;26;10;
21/05/2023;Latinbet;Panamá;9;4;234;349;1;
21/05/2023;Lotosports;Brasil;21;8;412;366;231;
21/05/2023;Justbetja;Jamaica;16;5;364;2169;26;
21/05/2023;Netabet;México;11;1;172;0;0;
21/05/2023;Hondubet;Honduras;84;13;282;578;53;
21/05/2023;Milbets;Brasil;21;10;65;59;43;
21/05/2023;Gangabet;Venezuela;21;4;67;89;26;
21/05/2023;Gangabet;Perú;38;12;559;894;75;
21/05/2023;Doradobet;Ecuador;37;6;61;161;44;
21/05/2023;Doradobet;Chile;15;4;22;41;17;
21/05/2023;Gangabet;México;21;2;31;60;21;
21/05/2023;iBetSupreme;Guyana;2;0;2;30;14;
21/05/2023;Doradobet;Guatemala;37;1;11;44;7;
21/05/2023;Gangabet;Chile;2;3;11;14;2;
21/05/2023;Casino Miravalle Palace;México;0;0;2;0;0;
21/05/2023;Winbet;Venezuela;0;0;0;1;0;
21/05/2023;Gangabet;Brasil;0;0;0;0;1;
22/05/2023;Ecuabet;Ecuador;1198;384;20818;36792;8926;
22/05/2023;Doradobet;Perú;506;167;5957;14071;3941;
22/05/2023;Doradobet;Nicaragua;50;8;461;824;246;
22/05/2023;Hondubet;Honduras;36;17;250;466;50;
22/05/2023;Gangabet;Perú;42;19;491;737;83;
22/05/2023;Doradobet;Guatemala;29;2;25;46;12;
22/05/2023;Gangabet;Chile;6;2;8;16;4;
22/05/2023;Doradobet;Costa Rica;105;13;191;360;174;
22/05/2023;Gangabet;México;13;1;29;37;13;
22/05/2023;Doradobet;Chile;15;3;17;28;22;
22/05/2023;Milbets;Brasil;27;10;47;44;39;
22/05/2023;Doradobet;Ecuador;39;7;60;126;54;
22/05/2023;Lotosports;Brasil;18;11;306;241;194;
22/05/2023;Gangabet;Venezuela;33;5;63;153;16;
22/05/2023;Latinbet;Panamá;9;10;185;259;1;
22/05/2023;Justbetja;Jamaica;10;5;356;1424;37;
22/05/2023;Netabet;México;8;6;143;0;0;
22/05/2023;iBetSupreme;Guyana;4;4;40;37;21;
22/05/2023;Eltribet;México;5;1;3;16;8;
22/05/2023;Casino Miravalle Palace;México;1;0;2;0;0;
22/05/2023;Winbet;Venezuela;1;0;0;0;0;
22/05/2023;Gangabet;Brasil;0;1;2;1;1;
23/05/2023;Doradobet;Guatemala;59;9;25;54;15;
23/05/2023;Doradobet;Perú;830;415;12502;23791;3168;
23/05/2023;Ecuabet;Ecuador;1596;733;33224;51567;8647;
23/05/2023;Latinbet;Panamá;15;8;231;303;2;
23/05/2023;Eltribet;México;12;1;4;18;6;
23/05/2023;Gangabet;Perú;59;28;847;1176;100;
23/05/2023;Doradobet;Chile;22;7;38;55;31;
23/05/2023;Doradobet;Costa Rica;67;19;173;327;186;
23/05/2023;Gangabet;México;32;2;26;61;13;
23/05/2023;Netabet;México;9;2;156;0;0;
23/05/2023;Lotosports;Brasil;15;9;385;330;205;
23/05/2023;Doradobet;Nicaragua;133;15;572;938;300;
23/05/2023;Milbets;Brasil;31;19;54;43;41;
23/05/2023;Gangabet;Venezuela;34;2;68;99;13;
23/05/2023;Gangabet;Chile;5;2;12;20;5;
23/05/2023;iBetSupreme;Guyana;5;6;29;33;20;
23/05/2023;Justbetja;Jamaica;11;1;245;1372;27;
23/05/2023;Hondubet;Honduras;15;23;278;482;48;
23/05/2023;Doradobet;Ecuador;28;12;76;190;52;
23/05/2023;Gangabet;Panamá;2;0;0;0;0;
23/05/2023;Gangabet;Brasil;1;1;3;1;0;
23/05/2023;Casino Miravalle Palace;México;0;0;3;0;0;
23/05/2023;Virtualsoft;Perú;0;0;0;0;1;
24/05/2023;Ecuabet;Ecuador;1224;436;26441;47676;11853;
24/05/2023;Doradobet;Nicaragua;71;13;550;961;281;
24/05/2023;Doradobet;Guatemala;28;4;20;48;10;
24/05/2023;Doradobet;Perú;582;236;8323;18982;6495;
24/05/2023;iBetSupreme;Guyana;3;3;40;34;30;
24/05/2023;Gangabet;México;18;2;27;47;13;
24/05/2023;Doradobet;Chile;10;1;30;45;22;
24/05/2023;Hondubet;Honduras;20;12;252;492;54;
24/05/2023;Netabet;México;9;4;154;0;0;
24/05/2023;Milbets;Brasil;30;12;60;57;42;
24/05/2023;Gangabet;Perú;40;18;644;988;93;
24/05/2023;Doradobet;Ecuador;75;11;68;173;98;
24/05/2023;Justbetja;Jamaica;9;14;443;1628;34;
24/05/2023;Eltribet;México;6;0;2;20;9;
24/05/2023;Lotosports;Brasil;15;11;406;376;195;
24/05/2023;Latinbet;Panamá;13;6;226;332;3;
24/05/2023;Gangabet;Venezuela;22;4;72;96;14;
24/05/2023;Gangabet;Brasil;2;0;1;1;0;
24/05/2023;Doradobet;Costa Rica;89;10;185;394;246;
24/05/2023;Winbet;Venezuela;1;0;0;0;0;
24/05/2023;Casino Astoria;México;1;0;0;0;0;
24/05/2023;Gangabet;Chile;2;1;9;18;6;
24/05/2023;Casino Miravalle Palace;México;0;0;2;0;0;
24/05/2023;Virtualsoft;Perú;0;0;0;0;2;
25/05/2023;Doradobet;Perú;525;251;8356;18085;6157;
25/05/2023;Ecuabet;Ecuador;1158;428;23164;39557;9809;
25/05/2023;Doradobet;Nicaragua;52;8;465;828;302;
25/05/2023;Doradobet;Ecuador;66;4;37;130;77;
25/05/2023;Justbetja;Jamaica;7;11;421;1487;39;
25/05/2023;Eltribet;México;43;2;6;20;7;
25/05/2023;Milbets;Brasil;25;11;56;40;47;
25/05/2023;Lotosports;Brasil;25;17;361;302;202;
25/05/2023;Doradobet;Costa Rica;105;19;268;478;167;
25/05/2023;Doradobet;Guatemala;29;3;21;47;15;
25/05/2023;Gangabet;México;25;3;38;59;14;
25/05/2023;Gangabet;Perú;29;18;643;956;100;
25/05/2023;Hondubet;Honduras;10;6;275;472;48;
25/05/2023;Gangabet;Venezuela;21;10;82;104;18;
25/05/2023;Gangabet;Chile;3;2;9;19;5;
25/05/2023;Latinbet;Panamá;6;4;208;268;3;
25/05/2023;Netabet;México;9;1;182;284;35;
25/05/2023;Doradobet;Chile;8;0;5;24;17;
25/05/2023;iBetSupreme;Guyana;1;1;33;36;23;
25/05/2023;Casino Miravalle Palace;México;0;0;1;0;2;
25/05/2023;Gangabet;Brasil;0;0;3;1;0;
26/05/2023;Doradobet;Guatemala;30;3;23;48;10;
26/05/2023;Doradobet;Perú;398;157;5395;12140;5964;
26/05/2023;Ecuabet;Ecuador;1747;418;19681;37624;25858;
26/05/2023;Doradobet;Costa Rica;85;7;170;278;133;
26/05/2023;Doradobet;Nicaragua;38;10;560;840;331;
26/05/2023;Netabet;México;4;0;151;244;26;
26/05/2023;Gangabet;Perú;31;12;461;703;94;
26/05/2023;Lotosports;Brasil;1073;32;307;802;287;
26/05/2023;Doradobet;Ecuador;349;7;48;434;1558;
26/05/2023;Milbets;Brasil;54;25;64;31;58;
26/05/2023;Eltribet;México;11;6;14;22;29;
26/05/2023;Gangabet;Venezuela;14;1;92;100;23;
26/05/2023;Latinbet;Panamá;3;7;176;222;0;
26/05/2023;Gangabet;México;8;1;32;47;13;
26/05/2023;Hondubet;Honduras;18;7;268;417;62;
26/05/2023;Justbetja;Jamaica;6;2;596;1675;37;
26/05/2023;iBetSupreme;Guyana;5;0;2;18;5;
26/05/2023;Doradobet;Chile;3;0;4;12;18;
26/05/2023;Gangabet;Chile;2;1;6;12;8;
26/05/2023;Casino Miravalle Palace;México;0;0;2;0;2;
26/05/2023;Gangabet;Brasil;0;0;1;1;1;
26/05/2023;Virtualsoft;Perú;0;0;0;0;1;
27/05/2023;Lotosports;Brasil;3531;112;535;3907;293;
27/05/2023;Ecuabet;Ecuador;1161;394;23480;43133;13771;
27/05/2023;Doradobet;Perú;367;199;8283;16494;3605;
27/05/2023;Doradobet;Guatemala;34;7;21;55;9;
27/05/2023;Doradobet;Chile;8;2;26;35;52;
27/05/2023;Doradobet;Ecuador;54;9;57;316;327;
27/05/2023;Hondubet;Honduras;17;12;349;546;65;
27/05/2023;Doradobet;Nicaragua;36;9;679;1058;182;
27/05/2023;Gangabet;México;14;9;35;43;13;
27/05/2023;Doradobet;Costa Rica;62;10;231;386;133;
27/05/2023;Netabet;México;3;1;168;0;0;
27/05/2023;Milbets;Brasil;21;6;61;58;35;
27/05/2023;Gangabet;Perú;17;5;660;953;94;
27/05/2023;Justbetja;Jamaica;13;8;688;2671;27;
27/05/2023;Latinbet;Panamá;4;4;260;354;3;
27/05/2023;iBetSupreme;Guyana;2;8;32;29;15;
27/05/2023;Eltribet;México;7;2;6;20;19;
27/05/2023;Gangabet;Venezuela;8;5;94;129;29;
27/05/2023;Gangabet;Chile;2;0;11;14;5;
27/05/2023;Casino Miravalle Palace;México;0;0;1;0;0;
27/05/2023;Gangabet;Brasil;0;0;1;1;0;
28/05/2023;Lotosports;Brasil;1076;116;506;1779;274;
28/05/2023;Doradobet;Guatemala;34;0;11;42;8;
28/05/2023;Ecuabet;Ecuador;1522;434;23209;42957;10312;
28/05/2023;Doradobet;Perú;500;233;8593;17349;2892;
28/05/2023;Doradobet;Costa Rica;79;31;254;461;137;
28/05/2023;Doradobet;Ecuador;103;8;67;272;186;
28/05/2023;Doradobet;Nicaragua;63;4;440;861;241;
28/05/2023;Doradobet;Chile;10;1;26;38;56;
28/05/2023;Eltribet;México;35;6;10;30;14;
28/05/2023;Gangabet;México;22;2;35;61;13;
28/05/2023;Justbetja;Jamaica;13;5;529;2709;29;
28/05/2023;Milbets;Brasil;11;7;47;47;27;
28/05/2023;Hondubet;Honduras;49;17;305;591;50;
28/05/2023;Latinbet;Panamá;10;5;227;327;3;
28/05/2023;Gangabet;Perú;36;18;602;985;75;
28/05/2023;Gangabet;Venezuela;8;4;73;96;23;
28/05/2023;Netabet;México;14;3;173;295;34;
28/05/2023;iBetSupreme;Guyana;4;0;2;22;5;
28/05/2023;Gangabet;Chile;2;0;5;7;2;
28/05/2023;Casino Miravalle Palace;México;0;0;2;1;1;
28/05/2023;Gangabet;Brasil;0;0;1;2;0;
28/05/2023;Winbet;Venezuela;0;0;0;1;0;
29/05/2023;Doradobet;Guatemala;34;2;13;35;11;
29/05/2023;Lotosports;Brasil;200;60;331;494;279;
29/05/2023;Ecuabet;Ecuador;1139;391;18115;32355;14714;
29/05/2023;Doradobet;Perú;293;132;4432;9825;2794;
29/05/2023;Doradobet;Ecuador;78;3;41;172;308;
29/05/2023;Hondubet;Honduras;21;6;185;371;49;
29/05/2023;Gangabet;México;33;2;21;36;10;
29/05/2023;Eltribet;México;13;2;5;15;9;
29/05/2023;Doradobet;Nicaragua;82;9;470;769;180;
29/05/2023;Latinbet;Panamá;8;5;215;290;6;
29/05/2023;Doradobet;Costa Rica;66;44;218;280;151;
29/05/2023;Gangabet;Perú;24;15;383;609;95;
29/05/2023;Casino Astoria;México;1;0;0;0;0;
29/05/2023;Milbets;Brasil;19;4;36;26;34;
29/05/2023;iBetSupreme;Guyana;3;7;41;26;19;
29/05/2023;Justbetja;Jamaica;14;3;312;1261;35;
29/05/2023;Gangabet;Venezuela;9;6;77;101;14;
29/05/2023;Gangabet;Chile;1;0;7;9;2;
29/05/2023;Doradobet;Chile;24;1;11;26;26;
29/05/2023;Gangabet;Brasil;1;0;1;2;0;
29/05/2023;Netabet;México;2;2;128;252;30;
29/05/2023;Powerbet;Venezuela;1;0;0;0;0;
29/05/2023;Casino Miravalle Palace;México;0;0;1;1;1;
29/05/2023;Winbet;Venezuela;0;0;0;1;0;
30/05/2023;Doradobet;Perú;434;187;4708;10453;9698;
30/05/2023;Ecuabet;Ecuador;1503;372;16550;29934;19208;
30/05/2023;Gangabet;México;45;5;22;40;9;
30/05/2023;Justbetja;Jamaica;14;2;252;1143;23;
30/05/2023;Doradobet;Guatemala;40;3;18;37;18;
30/05/2023;Doradobet;Ecuador;119;6;49;144;332;
30/05/2023;Gangabet;Perú;27;11;369;594;84;
30/05/2023;Lotosports;Brasil;90;48;340;350;230;
30/05/2023;Hondubet;Honduras;20;17;195;364;51;
30/05/2023;Eltribet;México;8;1;7;13;7;
30/05/2023;Milbets;Brasil;72;41;81;27;79;
30/05/2023;Netabet;México;6;1;127;221;27;
30/05/2023;Doradobet;Nicaragua;54;3;406;696;189;
30/05/2023;Gangabet;Venezuela;32;5;75;104;15;
30/05/2023;Doradobet;Costa Rica;71;21;168;250;162;
30/05/2023;iBetSupreme;Guyana;3;3;19;20;16;
30/05/2023;Doradobet;Chile;19;3;21;32;27;
30/05/2023;Latinbet;Panamá;1;2;172;239;3;
30/05/2023;Gangabet;Brasil;2;0;1;1;0;
30/05/2023;Gangabet;Chile;5;3;11;10;4;
30/05/2023;Gangabet;Panamá;1;0;0;0;0;
30/05/2023;Casino Miravalle Palace;México;0;0;2;1;3;
30/05/2023;Winbet;Venezuela;0;0;0;1;0;
30/05/2023;Virtualsoft;Perú;0;0;0;0;1;
31/05/2023;Doradobet;Perú;498;238;7989;17291;5406;
31/05/2023;Ecuabet;Ecuador;1661;535;26210;43745;13645;
31/05/2023;Gangabet;Perú;30;11;584;872;88;
31/05/2023;Lotosports;Brasil;67;21;458;466;243;
